text,category,query_length,label
How long do I have  to wait for my transaction to be completed?,transfer_not_received_by_recipient,63,66
I did a money transaction and the recipient doesn't see it,transfer_not_received_by_recipient,58,66
Why hasn't my friend received the money i sent them yet?,transfer_not_received_by_recipient,56,66
I sent money for my rent to my landlord but she is claiming it hasn't arrived in her account  Can you trace the transfer I made to make sure it arrived so I can provide proof I sent it and that it has been deposited?,transfer_not_received_by_recipient,216,66
Why didn't my friend's transaction arrive yet?,transfer_not_received_by_recipient,46,66
Still waiting for transfer to be completed.,transfer_not_received_by_recipient,43,66
I transferred some money but it is not here yet,transfer_not_received_by_recipient,47,66
What do I do if I completed a money transfer but the recipient hasn't received it?,transfer_not_received_by_recipient,82,66
"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,227,66
I'm still waiting for my transaction.,transfer_not_received_by_recipient,37,66
Why hasn't a transaction I did to my friend arrived yet?,transfer_not_received_by_recipient,56,66
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,transfer_not_received_by_recipient,142,66
My new landlord says he hasn't received the rent payment that I transferred a couple days ago. I've already checked the account numbers and they are correct. Can you tell me what's going on with this transaction that the transfer isn't showing up on my landlord's end?,transfer_not_received_by_recipient,268,66
"I can't see if the transfer I did a couple days ago is in my account yet. I double checked my info before sending, too. Can you check this?",transfer_not_received_by_recipient,139,66
My transfer has not arrived.,transfer_not_received_by_recipient,28,66
How long does it take for the transfer to go through?,transfer_not_received_by_recipient,53,66
What happens when I money transaction doesn't show up on the receiving side?,transfer_not_received_by_recipient,76,66
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",transfer_not_received_by_recipient,173,66
"i've waited 2 days for a transfer to reach a retailers account, am i going to have to wait longer.",transfer_not_received_by_recipient,98,66
my friend has not got the money I sent last week.,transfer_not_received_by_recipient,49,66
Why can't the person I sent the money transfer to see it?,transfer_not_received_by_recipient,57,66
The money has not yet been placed in recipients account.,transfer_not_received_by_recipient,56,66
I'm getting concerned here.  I sent a friend some money and she isn't seeing it.  What's going on?,transfer_not_received_by_recipient,98,66
I completed I transfer the day before yesterday in this country. The transfer still is not complete. I've checked on the account number multiple times to make sure that it is the right one. Can you check to see what's going on with this?,transfer_not_received_by_recipient,237,66
"I made a transfer for my rent payment about 2 days ago, but my landlord hasn't received it yet. It shows as done on my  side, and I've double check all account numbers and they are correct. Can you verify that the transaction was actually made?",transfer_not_received_by_recipient,244,66
Why hasn't arrived yet a transaction I did to my friend?,transfer_not_received_by_recipient,56,66
I'm waiting for my transaction to complete.,transfer_not_received_by_recipient,43,66
Why hasn't my friend received the transaction?,transfer_not_received_by_recipient,46,66
I transferred money and it hasn't come yet,transfer_not_received_by_recipient,42,66
Why hasn't my son received the transfer I sent to him earlier?,transfer_not_received_by_recipient,62,66
How long do money transfers take? My friend really needs the money i sent a couple of hours ago but it's not there yet.,transfer_not_received_by_recipient,119,66
Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient,42,66
I have not received the completed transaction.,transfer_not_received_by_recipient,46,66
how long does it take for a transfer to arrive,transfer_not_received_by_recipient,46,66
How come my money hasn't shown up yet?,transfer_not_received_by_recipient,38,66
"Hello, a few days ago I transferred my rent check to my landlord, however, he is saying that it has not gone though. On my end everything looks fine and I double checked the account number. Is there anything else that could be holding up the check?",transfer_not_received_by_recipient,248,66
Why can't the recepient of my money transaction see it?,transfer_not_received_by_recipient,55,66
The recipient doesn't see the money transaction I made,transfer_not_received_by_recipient,54,66
How long will my transaction take?,transfer_not_received_by_recipient,34,66
How long should it take for a transfer to go through? I have been waiting a while.,transfer_not_received_by_recipient,82,66
"i accidentally entered in my retailers information, what should i do next",transfer_not_received_by_recipient,73,66
I transferred some cash and it didn't arrive,transfer_not_received_by_recipient,44,66
where has my transferred money gone?,transfer_not_received_by_recipient,36,66
I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient,164,66
Is there a reason a payment is showing complete on my side but the person who is receiving it has not gotten it?,transfer_not_received_by_recipient,112,66
I've checked multiple times to make sure the account number listed is the right one after attempting to make a transfer within the country the day before yesterday. The transfer is still not available so can you please find out what is going on?,transfer_not_received_by_recipient,245,66
I transferred some money but it hasn't arrived.,transfer_not_received_by_recipient,47,66
Why is my transaction taking so long to complete?,transfer_not_received_by_recipient,49,66
My transfer isn't in,transfer_not_received_by_recipient,20,66
I sent money to my family last Friday but they don't have it.,transfer_not_received_by_recipient,61,66
When will I get my money? It's been too long.,transfer_not_received_by_recipient,45,66
Why didn't my transfer get to the recipient?,transfer_not_received_by_recipient,44,66
I haven't received money from a transfer?,transfer_not_received_by_recipient,41,66
"I transferred a payment a couple days ago and it shows done, but it has not been received.  Could you please help me?",transfer_not_received_by_recipient,117,66
I payed my rent to my landlord a few days ago and he is saying the it never went though. Everything looks good to me and I even double checked the account number. I don't know what could be causing the confusion. Can you help me please?,transfer_not_received_by_recipient,236,66
My transaction has not been received. When are you going to process it?,transfer_not_received_by_recipient,71,66
"Hi, I sent my landlord my rent money a few days ago and while everything seems good on my end he says that he never got the money. I double checked the account number and it's correct. Can you help me figure this out?",transfer_not_received_by_recipient,217,66
My cash transaction isn't showing on my receipt,transfer_not_received_by_recipient,47,66
My transfer hasn't arrived,transfer_not_received_by_recipient,26,66
I did a money transaction and dont have a receipt,transfer_not_received_by_recipient,49,66
I have a friend who needs money as soon as possibly. If I were to transfer it how long will it take to get to her?,transfer_not_received_by_recipient,114,66
Why hasn't my friend's transaction arrive yet?,transfer_not_received_by_recipient,46,66
Hi - I have made a transaction to my new landlord but unfortunately it shows on my end but not on the landlord's end. The numbers are correct. Can you confirm when that will go through?,transfer_not_received_by_recipient,185,66
I sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient,54,66
How long will it take to receive my money from my transfer transaction?,transfer_not_received_by_recipient,71,66
My transfer didn't arrive to the recipient,transfer_not_received_by_recipient,42,66
Recipient has not received the money,transfer_not_received_by_recipient,36,66
The recipient can not locate funds.,transfer_not_received_by_recipient,35,66
Why has my transfer not arrived yet?,transfer_not_received_by_recipient,36,66
My new landlord is a lier and is trying to rip me off by saying I've not paid my rent when I have paid my rent.  What is going on?  They say the money hasn't got to them but I see it going out of my account.  Can you check that the money went to the right place?,transfer_not_received_by_recipient,262,66
I made a transfer to my friend earlier and she hasn't received it yet.  What's the hold up?,transfer_not_received_by_recipient,91,66
"|I moved out of my old house two weeks ago and cancelled my direct debit to my old landlord, this direct debit was working fine.  Now I've moved in to a new place and set up a transfer to a new landlord but it's not reached her yet, can you check it please?",transfer_not_received_by_recipient,257,66
Why is the transaction to my friend still pending?,transfer_not_received_by_recipient,50,66
"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,178,66
"I have checked the account information several times to be sure that it is correct, but the in country transfer I did a few days ago still has not appeared! What is the hold up?",transfer_not_received_by_recipient,177,66
"I performed a transfer within the country the day before yesterday, but it has not gone through? Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient,178,66
The day before yesterday I transferred funds to another account within the country.  The funds have not yet arrived.  I double and triple checked the account number and it was correct.  Why hasn't the transfer been completed yet?,transfer_not_received_by_recipient,229,66
Why doesn't the person I sent money to see that transfer yet?,transfer_not_received_by_recipient,61,66
"How long does it take for transfers to be approved?  I sent funds to my girlfriend, and she says that she has not seen any approved funds in her account.",transfer_not_received_by_recipient,153,66
How long will it be  before the person I sent money to is able to see it?,transfer_not_received_by_recipient,73,66
I'm still awaiting for the completion of the transaction.,transfer_not_received_by_recipient,57,66
What is the time for a transfer?,transfer_not_received_by_recipient,32,66
I dont see my reciept,transfer_not_received_by_recipient,21,66
Why hasn't my transaction been completed?,transfer_not_received_by_recipient,41,66
I sent some money and the account hasn't recived the transfer I made.,transfer_not_received_by_recipient,69,66
I'm still expecting the transaction to be finished,transfer_not_received_by_recipient,50,66
I transferred some money to a friend of mine who urgently needs some money right now. How long will it take to get to her?,transfer_not_received_by_recipient,122,66
"I sent a payment, but the person I sent it to says they don't have it",transfer_not_received_by_recipient,69,66
"I have done a transfer within the country the day before yesterday, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient,234,66
"I need to verify a payment to my new landlord. I transferred the first rent payment a few days ago. While it shows on my side, the landlord is saying he hasn't received it yet. Can you verify that it has processed?",transfer_not_received_by_recipient,214,66
"I've been waiting since Friday, where is my money?",transfer_not_received_by_recipient,50,66
I sent some money but the intended recipient says it hasn't arrived,transfer_not_received_by_recipient,67,66
Could you please help me?  I made my rent payment and have double checked that I sent it to the right account.  The person receiving it says he has not received it but it shows complete on my side.,transfer_not_received_by_recipient,197,66
I just did a money transaction but its not showing they received it,transfer_not_received_by_recipient,67,66
Why hasn't my transaction arrived to my friend yet?,transfer_not_received_by_recipient,51,66
"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",transfer_not_received_by_recipient,143,66
How long will my most recent transfer take to go through? The recipient needs the money urgently.,transfer_not_received_by_recipient,97,66
My recipient hasn't received the money,transfer_not_received_by_recipient,38,66
when will my transfer arrive,transfer_not_received_by_recipient,28,66
I just sent money but the person I sent it to doesn't see it. What happened?,transfer_not_received_by_recipient,76,66
Why hasn't my transaction completed?,transfer_not_received_by_recipient,36,66
Why hasn't the transaction I did arrive yet?,transfer_not_received_by_recipient,44,66
Why isn't the transfer I made to a friend showing?,transfer_not_received_by_recipient,50,66
Why is my friend not getting a transaction arrival yet?,transfer_not_received_by_recipient,55,66
How long will a transaction to a friend take?,transfer_not_received_by_recipient,45,66
Why hasn't my in country transfer gone through yet? I confirmed the account info a couple days ago but the payment hasn't been posted yet.,transfer_not_received_by_recipient,138,66
"I completed a transfer within the UK two days ago, but it is still not showing received.  I have verified the account number is correct already.  Is there anything else I need to do or is there a problem?",transfer_not_received_by_recipient,204,66
How can I the person see my money transaction?,transfer_not_received_by_recipient,46,66
I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient,151,66
the money i transferred didnt arrive,transfer_not_received_by_recipient,36,66
Why is my transfer taking so long. I thought it was supposed to only take 1 day if I made a transfer to someone. Can you wee what went wrong?,transfer_not_received_by_recipient,141,66
"I sent some money to somebody a couple of hours ago, and they still have yet to receive it.  They really need the money, how much longer are they going to have to wait?",transfer_not_received_by_recipient,168,66
How long do transfers take? I sent money to a friend who needs it urgently. It's been hours and has not gone through.,transfer_not_received_by_recipient,117,66
How do I use American express to top up my account?,supported_cards_and_currencies,51,54
Which currencies do you accept for adding money?,supported_cards_and_currencies,48,54
Is my credit card supported for top-ups?,supported_cards_and_currencies,40,54
Am I able to add money into my account using my American Express?,supported_cards_and_currencies,65,54
Can I use my American Express card to add money into my account?,supported_cards_and_currencies,64,54
Can you tell me what currencies I can use to add money?,supported_cards_and_currencies,55,54
I want to use my American Express for adding money into my account.,supported_cards_and_currencies,67,54
With what currencies can I add money?,supported_cards_and_currencies,37,54
What are the acceptable currencies for adding funds?,supported_cards_and_currencies,52,54
how can i transfer money from american express card,supported_cards_and_currencies,51,54
what cards and currencies are accepted?,supported_cards_and_currencies,39,54
How can I top up my card with another card?,supported_cards_and_currencies,43,54
use my credit to add money,supported_cards_and_currencies,26,54
What types of currencies do you accept?,supported_cards_and_currencies,39,54
Do you accept any card and currency?,supported_cards_and_currencies,36,54
can i use my mastercard to add money to my account,supported_cards_and_currencies,50,54
What types of cards and money do you accept?,supported_cards_and_currencies,44,54
How can I fund another account with my American Express?,supported_cards_and_currencies,56,54
What currencies do you accept to add money?,supported_cards_and_currencies,43,54
How can I top up my account and which currency can I use?,supported_cards_and_currencies,57,54
Will my other US credit card be accepted?,supported_cards_and_currencies,41,54
can i top up from a usa credit card,supported_cards_and_currencies,35,54
How can I get funds into my account from my American Express?,supported_cards_and_currencies,61,54
Which cards and currencies are supported?,supported_cards_and_currencies,41,54
What are the currencies and cards that are supported with my account?,supported_cards_and_currencies,69,54
What currency can I use to add money?,supported_cards_and_currencies,37,54
Can I use a credit card from the US to top up?,supported_cards_and_currencies,46,54
why don't you accept american express for adding money to my account,supported_cards_and_currencies,68,54
Can you tell me what cards and currencies you support?,supported_cards_and_currencies,54,54
Which foreign currencies do you accept for adding money?,supported_cards_and_currencies,56,54
I only have one other credit card from the US. Do you accept that?,supported_cards_and_currencies,66,54
What currencies are approved to add money?,supported_cards_and_currencies,42,54
I wish to use my American Express to put funds into my account.,supported_cards_and_currencies,63,54
I have another card from the U.S. Will you be able to accept that one?,supported_cards_and_currencies,70,54
I want to use a payment card to top up my account. How can I do this?,supported_cards_and_currencies,69,54
Can I use American Express?,supported_cards_and_currencies,27,54
I'd prefer to use my American Express when putting funds into my account.,supported_cards_and_currencies,73,54
What currencies can I use?,supported_cards_and_currencies,26,54
what cards can i use to add money to my account,supported_cards_and_currencies,47,54
What currencies and methods can i use to top up my account?,supported_cards_and_currencies,59,54
Is American Express supported for adding funds?,supported_cards_and_currencies,47,54
Do you accept credit cards from the US,supported_cards_and_currencies,38,54
Can you accept my other card from the U.S.?  It is the only other one I have.,supported_cards_and_currencies,77,54
Do you accept Mastercard?,supported_cards_and_currencies,25,54
"I am adding money, what currencies do you accept to do this?",supported_cards_and_currencies,60,54
Which currencies do you handle?,supported_cards_and_currencies,31,54
what currencies can i use to add money to my account,supported_cards_and_currencies,52,54
Are there certain cards and currencies you support?,supported_cards_and_currencies,51,54
why wont my american express work to add money,supported_cards_and_currencies,46,54
Which currencies can I use to add money?,supported_cards_and_currencies,40,54
Can I use any card and currency?,supported_cards_and_currencies,32,54
What kind of cards are supported?  What currency?,supported_cards_and_currencies,49,54
What US cards do you accept?  I only have 1 other.,supported_cards_and_currencies,50,54
I have a second credit card from the US. Will you take it?,supported_cards_and_currencies,58,54
What cards do you accept to top up my account?,supported_cards_and_currencies,46,54
What currencies do you accept for adding money?,supported_cards_and_currencies,47,54
Can I top off with a debit card?,supported_cards_and_currencies,32,54
"I want to deposit funds, what payments are accepted?",supported_cards_and_currencies,52,54
Are cards from the US accepted?,supported_cards_and_currencies,31,54
I'd like to use my American Express to place money into my account.,supported_cards_and_currencies,67,54
Please let me know what currency I can use to top up my account?,supported_cards_and_currencies,64,54
Do you accept all cards and currencies?,supported_cards_and_currencies,39,54
I have one other credit card from the US. Do you take that?,supported_cards_and_currencies,59,54
Which credit card top-ups do you accept?,supported_cards_and_currencies,40,54
"If I top up by card, what options do I have re: currency and card type?",supported_cards_and_currencies,71,54
What currencies are accepted to add money?,supported_cards_and_currencies,42,54
"I want to add money to my card, what payments do you accept?",supported_cards_and_currencies,60,54
What are my payment options?,supported_cards_and_currencies,28,54
Can I electronically transfer funds into my account from my American Express?,supported_cards_and_currencies,77,54
Can I top up my card with other cards?,supported_cards_and_currencies,38,54
I have one other credit card from the US. Do you take it?,supported_cards_and_currencies,57,54
Am I able to use my American Express to add money to my account balance?,supported_cards_and_currencies,72,54
What are the cards and currencies that you support?,supported_cards_and_currencies,51,54
What US credit cards do you accept?,supported_cards_and_currencies,35,54
What currencies do you accept for adding money to my account?,supported_cards_and_currencies,61,54
I have an American Express that I'd like to add money to my account with.,supported_cards_and_currencies,73,54
What forms of payment do you accept?,supported_cards_and_currencies,36,54
What type of card can I use to top up?,supported_cards_and_currencies,38,54
Do you have a list of cards and currencies you support?,supported_cards_and_currencies,55,54
"I want to top up by using a credit card, which ones do you support?",supported_cards_and_currencies,67,54
"I have a US credit card, will you accept it?",supported_cards_and_currencies,44,54
What currencies and cards do you support?,supported_cards_and_currencies,41,54
how do i add money from my amex card to top up,supported_cards_and_currencies,46,54
What cards and currencies can I use to top up my account?,supported_cards_and_currencies,57,54
Will you accept my credit card?,supported_cards_and_currencies,31,54
"Will you accept my credit card, it my only one.",supported_cards_and_currencies,47,54
"If I want to add funds to the account using American Express, how do I do that?",supported_cards_and_currencies,79,54
I just have one additional card from the USA. Do you support that?,supported_cards_and_currencies,66,54
Why doesn't it work when I use American Express to try to add money to my account?,supported_cards_and_currencies,82,54
Which cards are accepted for topping up?,supported_cards_and_currencies,40,54
What kinds of cards can I use to top up?,supported_cards_and_currencies,40,54
Help me use American Express to add money to the account.,supported_cards_and_currencies,57,54
What cards and currencies can I use?,supported_cards_and_currencies,36,54
What currency is acceptable for a top up?,supported_cards_and_currencies,41,54
What other credit cards can I use?,supported_cards_and_currencies,34,54
What payment methods are used to top up?,supported_cards_and_currencies,40,54
how can i add money from my amex card,supported_cards_and_currencies,37,54
I only have a card from the US is that okay?,supported_cards_and_currencies,44,54
Is American Express accepted?,supported_cards_and_currencies,29,54
Which currencies do you work with?,supported_cards_and_currencies,34,54
Can I use this app for any currency?,supported_cards_and_currencies,36,54
"For adding money, which currencies do you accept?",supported_cards_and_currencies,49,54
How can I pay for top-ups?,supported_cards_and_currencies,26,54
Is American Express supported for adding money into my account?,supported_cards_and_currencies,63,54
Can you tell me which cards and currencies are supported?,supported_cards_and_currencies,57,54
"I would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies,74,54
"I only have one more US credit card, is it accepted?",supported_cards_and_currencies,52,54
"If I want to topup by card, how do I do it?",supported_cards_and_currencies,43,54
"I want to know which currencies and cards are supported, can you provide a list?",supported_cards_and_currencies,80,54
"I want to top up by card, what do you support?",supported_cards_and_currencies,46,54
can i add funds  with a card from the united states,supported_cards_and_currencies,51,54
I want to top up my account. What payment methods are supported?,supported_cards_and_currencies,64,54
How can I use my American Express to add money into my account?,supported_cards_and_currencies,63,54
What card or currency can I use to pay?,supported_cards_and_currencies,39,54
My card wants to be topped what do you guys support?,supported_cards_and_currencies,52,54
do you accept from usa credit card?,supported_cards_and_currencies,35,54
What currency can I use to pay for a top up?,supported_cards_and_currencies,44,54
Do you have a list of the cards and currencies supported?,supported_cards_and_currencies,57,54
What are the various currencies and cards that you offer support for?,supported_cards_and_currencies,69,54
What currencies can be used for top up?,supported_cards_and_currencies,39,54
"Do I have to top up in euros if I use a card, or can I use a different currency?",supported_cards_and_currencies,80,54
What cards do you support,supported_cards_and_currencies,25,54
What are the currencies that are accepted to add money?,supported_cards_and_currencies,55,54
What kind of cards an currency do you support?,supported_cards_and_currencies,46,54
Which cards do you support for top up?,supported_cards_and_currencies,38,54
"Top up my card please, which y'all support?",supported_cards_and_currencies,43,54
Do you accept US credit cards?,supported_cards_and_currencies,30,54
I need to know if you will accept my credit card.,supported_cards_and_currencies,49,54
I want to add funds to my account. What payment methods are accepted?,supported_cards_and_currencies,69,54
"I would like to order a virtual card, where can I get one?",getting_virtual_card,58,41
"I need to order a new virtual card, how do I do that?",getting_virtual_card,53,41
How can I sign up for a virtual card?,getting_virtual_card,37,41
I haven't received my virtual card yet!!,getting_virtual_card,40,41
Can you give me a virtual card?,getting_virtual_card,31,41
I want to get my hands on one of those virtual cards!,getting_virtual_card,53,41
i need a virtual card,getting_virtual_card,21,41
How do I get to the virtual cards?,getting_virtual_card,34,41
want to know how to get virtual card,getting_virtual_card,36,41
Where is my virtual card?,getting_virtual_card,25,41
Where are the virtual cards?,getting_virtual_card,28,41
Is it possible to order a virtual card?,getting_virtual_card,39,41
how to i go about getting my virtual card,getting_virtual_card,41,41
I don't have a virtual card - how do I get one?,getting_virtual_card,47,41
How to receive virtual card?,getting_virtual_card,28,41
Why haven't I gotten a virtual card yet?,getting_virtual_card,40,41
Where do I order a virtual card?,getting_virtual_card,32,41
Can i have a virtual card?,getting_virtual_card,26,41
Please explain to me the process of getting a virtual card.,getting_virtual_card,59,41
my virtual card has not came yet!,getting_virtual_card,33,41
Which part of the app do I order virtual cards from?,getting_virtual_card,52,41
Where do I have access to a virtual card?,getting_virtual_card,41,41
How to order a virtual card,getting_virtual_card,27,41
Where do I get a virtual card?,getting_virtual_card,30,41
Why haven't I been given a virtual card yet?,getting_virtual_card,44,41
Can you help me find the virtual card?,getting_virtual_card,38,41
How do I go about getting hold of a virtual card?,getting_virtual_card,49,41
Where's my virtual card,getting_virtual_card,23,41
How can I go about ordering a virtual card?,getting_virtual_card,43,41
Where can i find the virtual card?,getting_virtual_card,34,41
"I'd rather not use my physical card, how can I get a virtual card?",getting_virtual_card,66,41
What do I have to do to get my virtual card?,getting_virtual_card,44,41
can i use my app to get a virtual card,getting_virtual_card,38,41
How can I obtain a virtual card?,getting_virtual_card,32,41
I'm interested in getting a virtual card.  How do I get one?,getting_virtual_card,60,41
What is the way to go about getting a virtual card?,getting_virtual_card,51,41
How can I receive a virtual card?,getting_virtual_card,33,41
When will my virtual card arrive?,getting_virtual_card,33,41
How do I get my virtual card?,getting_virtual_card,29,41
how to get virtual card,getting_virtual_card,23,41
What is the best way to get my virtual card?,getting_virtual_card,44,41
"I need to make a purchase online, where is my virtual card?",getting_virtual_card,59,41
I look but I see no virtual card. Why is that?,getting_virtual_card,46,41
"Hello, what is a virtual card and how do I get one?",getting_virtual_card,51,41
How come I did not get a virtual card yet?,getting_virtual_card,42,41
"how many virtual cards can i have, i want 8",getting_virtual_card,43,41
How do I get a virtual card on my device?,getting_virtual_card,41,41
How do I access the virtual card?,getting_virtual_card,33,41
I'd like more info on getting a virtual card.,getting_virtual_card,45,41
Do I get to have one of those virtual cards I've heard about?,getting_virtual_card,61,41
where can i have a virtual card,getting_virtual_card,31,41
I would love one of the virtual cards!,getting_virtual_card,38,41
I would like to order a virtual card.,getting_virtual_card,37,41
I have yet to receive my virtual card,getting_virtual_card,37,41
How long will it take to receive a virtual card?,getting_virtual_card,48,41
Why have I not received a virtual card yet?,getting_virtual_card,43,41
I can't find the virtual card,getting_virtual_card,29,41
Can you assist me in acquiring a virtual card?,getting_virtual_card,46,41
I want one of the virtual cards!,getting_virtual_card,32,41
How come I didn't get a virtual card yet?,getting_virtual_card,41,41
And do you have virtual cards instead of physical ones?,getting_virtual_card,55,41
How do I go about getting a virtual card?,getting_virtual_card,41,41
When will I get a virtual card? I haven't gotten one yet,getting_virtual_card,56,41
Where can I order my virtual card?,getting_virtual_card,34,41
Where can virtual cards be ordered?,getting_virtual_card,35,41
How can I locate the virtual card?,getting_virtual_card,34,41
How long do you have to wait to see your virtual card your ordered?,getting_virtual_card,67,41
I want to get a virtual card!,getting_virtual_card,29,41
How to access my virtual card,getting_virtual_card,29,41
Where can I sign up for a virtual card?,getting_virtual_card,39,41
Where do i go to receive a virtual card,getting_virtual_card,39,41
Are there virtual cards,getting_virtual_card,23,41
Please let me know how to place an order for a virtual card,getting_virtual_card,59,41
I ordered a virtual card but it hasn't come through yet,getting_virtual_card,55,41
Is there a way to get a virtual card?,getting_virtual_card,37,41
"I haven't received my virtual card yet, do yo know why?",getting_virtual_card,55,41
why hasn't my virtual card arrived?,getting_virtual_card,35,41
What is the virtual card and how can i get one?,getting_virtual_card,47,41
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card,94,41
I've got to have one of those virtual cards.,getting_virtual_card,44,41
Where is my virtual card located?,getting_virtual_card,33,41
Why have I not yet received my virtual card?,getting_virtual_card,44,41
Where would I order a virtual card?,getting_virtual_card,35,41
"I need to order a new card, can you please direct me to the virtual cards?",getting_virtual_card,74,41
I need my virtual card,getting_virtual_card,22,41
I haven't received my virtual card.,getting_virtual_card,35,41
How do I receive a virtual card?,getting_virtual_card,32,41
I heard you have virtual cards. How do I get one?,getting_virtual_card,49,41
I would like a virtual card...how do I get one?,getting_virtual_card,47,41
explain the virtual card,getting_virtual_card,24,41
I'd like like to know where I can order a virtual card?,getting_virtual_card,55,41
what is a virtual and how do i get one,getting_virtual_card,38,41
why hasn't my virtual card come yet?,getting_virtual_card,36,41
Is there a way to order a virtual card on the website?,getting_virtual_card,54,41
Is there an alternative to a physical card?,getting_virtual_card,43,41
Please tell me how I can get a virtual card.,getting_virtual_card,44,41
"I did not get my virtual card yet, Why?",getting_virtual_card,39,41
Where do I find a virtual card?,getting_virtual_card,31,41
Is there anywhere I can't use my card?,card_acceptance,38,11
In which stores can I shop with this card?,card_acceptance,42,11
How do I know where I can use my card?,card_acceptance,38,11
Can I tell what business will take this card?,card_acceptance,45,11
Are there businesses that don't accept this card?,card_acceptance,49,11
Is the card welcomed by everybody?,card_acceptance,34,11
Do you have a list of businesses that accept this card?,card_acceptance,55,11
What businesses accept this card?,card_acceptance,33,11
What retailers accept my card?,card_acceptance,30,11
This card is accepted by what businesses?,card_acceptance,41,11
Will this card work all over the world?,card_acceptance,39,11
WHAT IS THE ATMOSPHERE OF IT,card_acceptance,28,11
What kind of businesses will take my card?,card_acceptance,42,11
Where do I pay with my debit or credit card?,card_acceptance,44,11
Can I pay online with my card?,card_acceptance,30,11
Do you know which businesses will accept my card?,card_acceptance,49,11
Who accepts the card?,card_acceptance,21,11
You accepts my card?,card_acceptance,20,11
Is my card accepted anywhere?,card_acceptance,29,11
Is my card denied anywhere?,card_acceptance,27,11
"
Where can I use my card?",card_acceptance,25,11
Where can I use my Mastercard?,card_acceptance,30,11
where is card accepted,card_acceptance,22,11
Where can I pay with my card?,card_acceptance,29,11
Where can my card be used?,card_acceptance,26,11
Is my card valid everywhere?,card_acceptance,28,11
Which establishments will accept my card?,card_acceptance,41,11
Are there limits to businesses that will accept this card?,card_acceptance,58,11
Any place that takes Mastercard would be fine.,card_acceptance,46,11
Is there a list of where I can use my card?,card_acceptance,43,11
What are the limits to where my card will be accepted?,card_acceptance,54,11
Can I use my card wherever I want?,card_acceptance,34,11
Where can I use my card to pay?,card_acceptance,31,11
Are there any limits to were my card is accepted?,card_acceptance,49,11
Can I use my card while on vacation overseas?,card_acceptance,45,11
Are there any places that won't take my card?,card_acceptance,45,11
Which merchants accept my card?,card_acceptance,31,11
You can use it anywhere that accepts Mastercard.,card_acceptance,48,11
Is there restrictions on where I can use my card?,card_acceptance,49,11
Can I use my card for online payments?,card_acceptance,38,11
Are there limits as to where my card will be accepted?,card_acceptance,54,11
Where do I pay with my card?,card_acceptance,28,11
Which merchants accept this card?,card_acceptance,33,11
Are there any restrictions to where I can use my card?,card_acceptance,54,11
At what places accept my card?,card_acceptance,30,11
In what places can I use my card?,card_acceptance,33,11
What places accept my card?,card_acceptance,27,11
Can I use my card no matter where I go?,card_acceptance,39,11
Will my card work at all merchant locations?,card_acceptance,44,11
How can I know where my card will be accepted?,card_acceptance,46,11
Can I pay with my card anywhere?,card_acceptance,32,11
Can I use my card anywhere?,card_acceptance,27,11
Where can I use this card?,card_acceptance,26,11
What businesses can I use this card with?,card_acceptance,41,11
Do all businesses take this card?,card_acceptance,33,11
Where is this card accepted?,card_acceptance,28,11
What businesses accept my card?,card_acceptance,31,11
Can i use this card at any store?,card_acceptance,33,11
Are there any restrictions on where I use this card?,card_acceptance,52,11
"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?",top_up_reverted,105,61
Has my top-up been cancelled?,top_up_reverted,29,61
"I topped up recently and saw the money go through, but now it's just gone? What's going on",top_up_reverted,90,61
For what reason did my top-up get cancelled?,top_up_reverted,44,61
I think my top up has been reverted,top_up_reverted,35,61
Has my top-up gone through?,top_up_reverted,27,61
I went to top up my card and it was cancelled.,top_up_reverted,46,61
I didn't cancel my top-up.,top_up_reverted,26,61
I have a reverted top up I made and wanted to know why it didn't go through.,top_up_reverted,76,61
I believe my top up was reverted.,top_up_reverted,33,61
"My money is gone. I had topped up recently and saw it was there and went through, but now it's disappeared, what's going on?",top_up_reverted,124,61
"Hello, I have tried using crypto top up but it is not working. I had some money in my account but I'm not sure what happened",top_up_reverted,124,61
Why did my top up get reverted?,top_up_reverted,31,61
